segment_id,latitude,longitude,lat_end,lng_end,violent_crimes_90d,property_crimes_90d,drug_crimes_90d,total_crimes_90d,recent_crimes_7d,street_hazards,encampments,needles_reported,blocked_sidewalk,total_311_reports,lighting_issues,active_construction,hour,day_of_week,is_weekend,is_night,is_rush_hour,month,in_high_risk_area,in_business_district,distance_to_downtown,sidewalk_width,lighting_quality,cctv_coverage,nearest_transit_stop,pedestrian_traffic,business_density,escape_routes,is_unsafe
seg_78_59,37.786,-122.461,37.787,-122.46,2,7,0,23,4,3,0,0,0,3,0,0,19,5,True,False,True,10,0,0,0.06152235366108042,2.923898768139795,0.5940484982602608,0,207.1151094380099,0.28227822809092995,6,1,1
seg_52_43,37.76,-122.47699999999999,37.760999999999996,-122.47599999999998,1,8,0,19,0,11,0,0,0,11,0,0,19,5,True,False,True,10,0,0,0.08417244204606077,2.8916190994988904,0.326990876126902,0,274.63078617918745,0.6831954921298284,3,3,0
seg_7_23,37.714999999999996,-122.497,37.715999999999994,-122.496,2,3,0,11,0,0,2,0,0,2,0,0,19,5,True,False,True,10,0,0,0.12509996003196394,1.6876472609885207,0.3175891032627699,0,227.17452063357518,0.22650976332999628,5,4,0
seg_24_84,37.732,-122.43599999999999,37.733,-122.43499999999999,1,5,2,22,2,11,0,0,0,11,0,0,19,5,True,False,True,10,0,0,0.07169379331573117,1.796570496794279,0.6056559396361613,0,91.55356799433486,0.948105929311746,1,3,0
seg_90_59,37.798,-122.461,37.799,-122.46,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.06113100686230487,2.8233556327573703,0.439124699902104,1,152.7934092023153,0.130126996519654,4,4,0
seg_16_105,37.724,-122.41499999999999,37.724999999999994,-122.41399999999999,2,3,0,10,0,2,1,0,0,3,0,0,19,5,True,False,True,10,0,0,0.07158910531637919,2.902871761053073,0.9975122434511583,0,312.8184151924388,0.8571257388677433,1,3,0
seg_27_57,37.735,-122.463,37.736,-122.46199999999999,0,2,0,5,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08631338250815,1.7320859854479924,0.8523713431448989,0,338.6601172455746,0.11113433822918627,2,3,0
seg_9_32,37.717,-122.488,37.717999999999996,-122.487,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.11693160394007533,1.7726105367282858,0.23531249359048703,0,313.0375348244825,0.7309810855882544,5,1,0
seg_73_31,37.781,-122.48899999999999,37.782,-122.48799999999999,6,5,0,26,4,3,0,0,0,3,0,0,19,5,True,False,True,10,0,0,0.08994442728705974,2.801733629487272,0.49988624524195613,1,353.616828133619,0.5110910286406916,6,2,1
seg_14_54,37.722,-122.466,37.723,-122.46499999999999,0,2,0,5,1,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.0976729235765871,2.6566908785026078,0.32480665255153734,0,409.6682413022989,0.40018587766661184,3,4,0
seg_29_87,37.737,-122.43299999999999,37.738,-122.43199999999999,1,10,0,17,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.06586349520028967,1.3721577090888541,0.6695828159396574,0,209.23714612770252,0.14495808413698355,3,2,0
seg_57_129,37.765,-122.39099999999999,37.766,-122.38999999999999,2,0,0,9,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.03036445290137879,3.2944314613545718,0.6610882037523069,0,164.55360499737645,0.2565066571345754,4,1,0
seg_23_66,37.731,-122.454,37.732,-122.45299999999999,2,4,0,13,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.08297590011562449,2.399901334321147,0.303218249875147,0,242.5990688147101,0.7732493607129549,5,3,0
seg_18_125,37.726,-122.395,37.727,-122.39399999999999,2,11,0,47,2,7,0,0,0,7,0,0,19,5,True,False,True,10,1,0,0.0681835757349217,3.425140341298435,0.5106305482509429,0,150.95163022196905,0.2978833735296606,8,2,0
seg_13_95,37.721,-122.425,37.721999999999994,-122.42399999999999,1,1,0,6,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.07716216689543932,2.615459026804505,0.7452502463014697,0,343.21425408028205,0.8164179737621129,6,1,0
seg_97_32,37.805,-122.488,37.806,-122.487,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08868483523127829,2.6263438107983172,0.6361606310999987,1,204.84523738509097,0.17824105242250093,4,2,0
seg_45_38,37.753,-122.482,37.754,-122.481,1,6,0,14,0,4,0,0,0,4,0,0,19,5,True,False,True,10,0,0,0.09167878707748425,1.8861360041982063,0.28462386833508097,1,296.10653170698276,0.1470346475965177,4,3,0
seg_24_114,37.732,-122.40599999999999,37.733,-122.40499999999999,12,22,0,56,4,15,0,0,0,15,0,0,19,5,True,False,True,10,1,0,0.062289646009586024,3.1237424738060007,0.27048708476317457,0,141.36557031793456,0.6511913170766647,6,2,1
seg_98_56,37.806,-122.464,37.806999999999995,-122.463,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.06511528238439199,2.547434388139041,0.2608842006431923,1,165.00535007356243,0.5915168303668406,8,3,0
seg_8_32,37.716,-122.488,37.717,-122.487,0,0,0,1,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.11759251676870545,1.249609440220173,0.9385559823503482,0,53.64491241382648,0.4915441666419029,5,4,0
seg_98_145,37.806,-122.375,37.806999999999995,-122.374,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.027730849247729415,3.1547874129071323,0.7817150902708306,0,483.91292691228114,0.7173051690216644,3,2,0
seg_29_36,37.737,-122.484,37.738,-122.48299999999999,0,2,0,6,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.10151354589411989,3.0215465643455017,0.7162830437487251,0,476.06202413029786,0.4005549168873274,6,2,0
seg_35_49,37.742999999999995,-122.47099999999999,37.74399999999999,-122.46999999999998,4,2,0,19,0,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.08741853350404528,1.4803900189362529,0.6226626331740678,1,200.57059352259583,0.1113380595493398,6,2,0
seg_63_25,37.771,-122.49499999999999,37.772,-122.49399999999999,2,10,0,29,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09774456506628337,2.382600431346058,0.42914263559401206,0,470.3446964935743,0.7501840531358207,6,2,0
seg_70_110,37.778,-122.41,37.778999999999996,-122.40899999999999,73,57,169,651,48,68,17,0,0,85,0,0,19,5,True,False,True,10,1,0,0.018867962264106895,3.3520939557718075,0.6261895288015368,1,75.3339015856839,0.741030084027693,6,1,1
seg_32_41,37.739999999999995,-122.479,37.74099999999999,-122.478,1,5,0,14,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09569221493935229,2.314205246179923,0.589316868274558,1,349.69838613029,0.32594543134183696,3,1,0
seg_52_50,37.76,-122.47,37.760999999999996,-122.469,0,6,0,13,1,7,0,0,0,7,0,0,19,5,True,False,True,10,0,0,0.07782030583336827,1.5751626710493039,0.2538776363718542,0,168.81613016767434,0.7932192442924818,5,3,0
seg_102_18,37.809999999999995,-122.502,37.81099999999999,-122.50099999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.10324727599311195,1.8810751858816281,0.8110378483948708,0,201.64963955669703,0.21776122567004436,6,1,0
seg_42_12,37.75,-122.508,37.751,-122.50699999999999,1,4,0,11,4,3,0,0,0,3,0,0,19,5,True,False,True,10,0,0,0.11661903789689548,2.8194836310586053,0.5830570741913259,0,316.11152790342135,0.34146362774100125,6,4,0
seg_83_51,37.791,-122.469,37.791999999999994,-122.46799999999999,0,0,0,0,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.06906518659931644,1.2095849746332041,0.23175163828029532,0,184.20282220360812,0.1744408178486077,7,4,0
seg_18_122,37.726,-122.398,37.727,-122.39699999999999,1,6,0,21,1,1,0,0,0,1,0,0,19,5,True,False,True,10,1,0,0.06802940540677792,3.363808419705873,0.9244526110418785,1,473.8143711200753,0.2070468211315404,5,1,1
seg_15_18,37.723,-122.502,37.724,-122.50099999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.12427791436935848,2.57842467543384,0.4219859805766592,1,152.05457500157263,0.9733045451124581,3,2,0
seg_97_51,37.805,-122.469,37.806,-122.46799999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.06987131027824267,3.070924617519285,0.610883299680132,1,272.5240013946087,0.7526758786603203,6,4,0
seg_33_97,37.741,-122.423,37.742,-122.422,19,14,4,71,8,23,0,0,0,23,0,0,19,5,True,False,True,10,1,0,0.05777542730261311,2.256753309650886,0.6946395446880671,0,266.83571486837747,0.5071235208767675,7,2,1
seg_29_48,37.737,-122.472,37.738,-122.47099999999999,1,2,0,9,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.09183136719007173,1.9068404007210036,0.9534435346115994,0,271.25640011832695,0.34052565964334336,8,2,0
seg_51_34,37.759,-122.48599999999999,37.76,-122.48499999999999,1,2,0,16,1,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09284934033151265,2.6080715091680937,0.8064622001224387,0,236.49126992131016,0.8260232444366741,4,2,0
seg_51_83,37.759,-122.437,37.76,-122.43599999999999,15,46,2,113,10,19,0,0,0,19,0,0,19,5,True,False,True,10,0,0,0.05093132631297916,3.015848145214479,0.9602242856920099,0,161.86664785584176,0.42240395705065487,4,2,1
seg_24_100,37.732,-122.42,37.733,-122.419,0,2,0,7,1,7,0,0,0,7,0,0,19,5,True,False,True,10,0,0,0.06514598989960584,2.812690501282122,0.6320291512331488,1,63.43205977050886,0.7418725046360476,4,1,0
seg_34_58,37.742,-122.46199999999999,37.742999999999995,-122.46099999999998,0,4,0,5,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08091971329656267,3.457821280000314,0.6011527208256245,0,485.60864923265217,0.6452720970470859,8,3,0
seg_81_18,37.789,-122.502,37.79,-122.50099999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.10212247548898255,2.8084888591917334,0.7266384718696203,0,249.80072424184488,0.9603931035930231,5,2,0
seg_35_23,37.742999999999995,-122.497,37.74399999999999,-122.496,1,4,0,7,1,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.10959014554237563,1.7535730985788964,0.6305349681728583,0,479.0030187611547,0.7748707558702221,4,1,0
seg_73_111,37.781,-122.40899999999999,37.782,-122.40799999999999,136,90,224,1007,71,49,19,0,0,68,0,0,19,5,True,False,True,10,1,1,0.01581138830083246,3.014617588321634,0.7124893241492648,0,450.01862417313544,0.4104802930984938,7,4,1
seg_100_68,37.808,-122.452,37.809,-122.451,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.05385164807133855,2.936951754602131,0.6535640201800269,0,392.6407514692103,0.16839826893534865,9,2,0
seg_76_29,37.784,-122.491,37.785,-122.49,0,4,0,12,0,8,0,0,0,8,0,0,19,5,True,False,True,10,0,0,0.09154780172128037,2.566721248629956,0.9584531803503435,1,230.16335674207735,0.604070179232078,8,2,0
seg_34_24,37.742,-122.496,37.742999999999995,-122.49499999999999,0,3,0,6,1,4,0,0,0,4,0,0,19,5,True,False,True,10,0,0,0.10917875251163996,1.9609882825981588,0.9577646655593928,0,79.03693395942737,0.8369261235479003,7,4,0
seg_98_70,37.806,-122.45,37.806999999999995,-122.449,1,5,0,15,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.051419840528727105,1.8317578067170974,0.7298129433595275,1,329.887591295381,0.18942595765616557,9,3,0
seg_41_71,37.748999999999995,-122.449,37.74999999999999,-122.448,0,2,0,2,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.06652818951391513,3.267227028413437,0.8814445591710975,0,411.7647852650848,0.17675718447335084,3,4,0
seg_79_96,37.787,-122.42399999999999,37.788,-122.42299999999999,14,52,5,151,17,27,5,0,0,32,0,0,19,5,True,False,True,10,0,0,0.02499999999998664,3.1067599442231395,0.7313244176268289,0,436.34937539956604,0.42557421189402256,6,3,1
seg_21_76,37.729,-122.444,37.73,-122.443,0,5,0,10,0,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.07849203781275801,3.3815620351030287,0.7728720231623523,1,138.41399721062075,0.5086834485677596,3,3,0
seg_30_94,37.738,-122.426,37.739,-122.425,6,8,2,36,2,8,1,0,0,9,0,0,19,5,True,False,True,10,0,0,0.06174139616172857,1.9118040190539514,0.4584430370250159,0,415.18098886820405,0.28345720725568957,9,1,1
seg_36_107,37.744,-122.413,37.745,-122.41199999999999,0,1,1,5,0,1,0,0,0,1,0,0,19,5,True,False,True,10,1,0,0.05166236541235295,2.0225466028651664,0.33452539521491903,0,462.0547745932553,0.10583760515863148,3,3,0
seg_55_59,37.763,-122.461,37.763999999999996,-122.46,2,3,0,18,1,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.06842514157821708,2.8782179565625734,0.825216557976137,0,459.85726284016874,0.665969611649234,3,4,0
seg_0_85,37.708,-122.435,37.708999999999996,-122.434,0,2,0,7,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.09284934033152582,3.0600433382502055,0.7385495949210934,1,417.4759329553042,0.11097415039094155,6,1,0
seg_97_11,37.805,-122.509,37.806,-122.508,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.10955363982998875,2.670337903554398,0.6606681910800276,1,129.8357898600491,0.24050336130409924,9,1,0
seg_77_104,37.785,-122.416,37.785999999999994,-122.41499999999999,97,107,234,885,53,129,9,0,0,138,0,0,19,5,True,False,True,10,1,0,0.018357559750678258,3.1192791716686967,0.7247069260666211,0,206.195464538821,0.8875894153816277,3,4,1
seg_89_33,37.797,-122.487,37.797999999999995,-122.48599999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08705170877127054,2.8586093316164205,0.8682821765139913,1,317.8243727889648,0.7735367238255627,7,1,0
seg_96_52,37.803999999999995,-122.46799999999999,37.80499999999999,-122.46699999999998,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.06873136110974185,3.421450637798105,0.7137736178653977,1,350.97587580350057,0.5799221420525165,5,3,0
seg_36_97,37.744,-122.423,37.745,-122.422,18,22,2,74,2,16,1,0,0,17,0,0,19,5,True,False,True,10,1,0,0.055036351623263854,1.473860779066186,0.9344557902271863,1,275.3494974693236,0.13296878686990898,4,4,1
seg_29_104,37.737,-122.416,37.738,-122.41499999999999,1,5,1,18,0,8,0,0,0,8,0,0,19,5,True,False,True,10,0,0,0.05920304046245558,3.1600438695848148,0.3318661021676958,1,200.62074409484453,0.2965755572548935,9,3,0
seg_4_83,37.711999999999996,-122.437,37.712999999999994,-122.43599999999999,0,5,0,12,0,7,0,0,0,7,0,0,19,5,True,False,True,10,0,0,0.0899611027055556,2.2226601412678457,0.7357202685118321,0,155.70919171121514,0.27658918217558315,8,2,0
seg_1_104,37.708999999999996,-122.416,37.709999999999994,-122.41499999999999,9,8,0,30,2,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08649277426467405,2.189311896052602,0.5195349279857185,0,245.42421697383853,0.851913733577975,9,3,1
seg_2_89,37.71,-122.431,37.711,-122.42999999999999,0,2,0,5,2,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.08953770155637696,1.78018228422635,0.6544117521017103,0,63.37179352560099,0.8470336100907427,4,1,0
seg_27_67,37.735,-122.453,37.736,-122.452,2,3,0,6,2,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.07930952023558972,3.414786263648618,0.8949043799297224,0,389.3962659210985,0.3437109914214305,6,4,0
seg_96_128,37.803999999999995,-122.392,37.80499999999999,-122.39099999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.012806248474870252,2.136714121287923,0.7862177946060059,0,495.84131921893544,0.15224324133293518,4,4,0
seg_88_66,37.796,-122.454,37.797,-122.45299999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.05403702434441312,2.573100598504136,0.9711151331923359,1,189.07106333938324,0.5262250120055301,5,4,0
seg_52_19,37.76,-122.50099999999999,37.760999999999996,-122.49999999999999,2,7,0,25,0,4,0,0,0,4,0,0,19,5,True,False,True,10,0,0,0.10656922632728864,2.9614484122841267,0.79080044684724,1,397.46784000317365,0.6557567680439363,3,3,0
seg_43_78,37.751,-122.442,37.751999999999995,-122.44099999999999,0,7,0,17,1,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.06010823570858553,2.5736823896935506,0.534414624701653,0,493.68757628603475,0.5147264524747305,6,1,0
seg_92_140,37.8,-122.38,37.800999999999995,-122.37899999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.020880613017830965,1.4059228728026203,0.6153849361502703,0,487.38810741237995,0.397396363175363,7,1,0
seg_99_161,37.806999999999995,-122.359,37.80799999999999,-122.35799999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.043011626335223076,2.829162645379815,0.8535065834920781,0,122.77875644480557,0.3997638595711767,2,3,0
seg_70_83,37.778,-122.437,37.778999999999996,-122.43599999999999,6,25,0,65,4,8,0,0,0,8,0,0,19,5,True,False,True,10,0,0,0.04031128874148464,1.852205942606655,0.8533954490450562,0,317.26645589057705,0.4103199256156455,4,4,1
seg_90_142,37.798,-122.378,37.799,-122.377,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.022360679775004253,2.6670449666743967,0.7500200309444544,0,55.59750927429598,0.551622862333041,6,1,0
seg_87_17,37.795,-122.503,37.796,-122.502,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.1030048542545392,1.588912473203965,0.9987711462783385,0,481.4610612980048,0.39760929543746953,3,1,0
seg_47_29,37.754999999999995,-122.491,37.75599999999999,-122.49,0,9,2,16,1,4,0,0,0,4,0,0,19,5,True,False,True,10,0,0,0.09900505037622585,3.361025640743644,0.6777713537235253,1,417.24382794951475,0.22020988110399622,7,4,0
seg_79_119,37.787,-122.401,37.788,-122.39999999999999,13,43,1,102,12,9,2,0,0,11,0,0,19,5,True,False,True,10,1,1,0.007071067811862059,1.4832007187638143,0.9031474070576224,1,398.4104230482001,0.9783971419199166,3,3,1
seg_42_66,37.75,-122.454,37.751,-122.45299999999999,0,0,0,2,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.06965629906906062,1.7102448882684504,0.6467558739981781,0,112.48792403653808,0.43525607461544574,7,1,0
seg_57_18,37.765,-122.502,37.766,-122.50099999999999,1,2,0,5,1,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.10604244433243548,3.4171935001151477,0.9753316722137325,1,427.6383894780195,0.26005338142216333,5,4,0
seg_72_123,37.78,-122.39699999999999,37.781,-122.39599999999999,11,38,1,95,2,13,1,0,0,14,0,0,19,5,True,False,True,10,1,0,0.014317821063275242,2.5131662989704933,0.3587980640646259,1,88.8086815796783,0.7447628258894977,5,3,1
seg_36_108,37.744,-122.41199999999999,37.745,-122.41099999999999,0,1,0,3,0,2,0,0,0,2,0,0,19,5,True,False,True,10,1,0,0.051419840528723795,2.383164451554039,0.6686627065671281,0,229.2527820315796,0.5814353845402297,5,2,0
seg_99_157,37.806999999999995,-122.363,37.80799999999999,-122.362,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.03921734310226033,3.1002699806223553,0.3580208170690747,0,183.7780577567829,0.6887872337628373,5,3,0
seg_5_88,37.713,-122.432,37.714,-122.431,4,4,1,16,3,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08709190547920696,1.2071898855599201,0.7678225387202247,1,466.2999015566461,0.8992786910040358,9,3,0
seg_95_97,37.803,-122.423,37.803999999999995,-122.422,2,22,0,38,9,16,0,0,0,16,0,0,19,5,True,False,True,10,0,0,0.024698178070453464,2.4961220502114263,0.7084397377716081,0,80.53675987985125,0.7897220678898226,3,3,0
seg_46_118,37.754,-122.402,37.754999999999995,-122.401,2,4,0,12,1,1,1,0,0,2,0,0,19,5,True,False,True,10,1,0,0.04004996878900049,3.0911237964133065,0.34786236970337603,0,172.9700871680605,0.13032862396805678,6,3,1
seg_22_72,37.73,-122.448,37.730999999999995,-122.44699999999999,3,1,0,16,1,3,0,0,0,3,0,0,19,5,True,False,True,10,0,0,0.07999999999999262,2.867171700764488,0.31196582509813875,1,123.23694095075473,0.8347673159440615,4,1,0
seg_38_121,37.745999999999995,-122.399,37.74699999999999,-122.398,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,1,0,0.048010415536633134,2.6142274762768642,0.8003676302480881,0,152.79984827598156,0.3394056070864402,5,4,0
seg_21_64,37.729,-122.456,37.73,-122.455,0,5,0,9,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08579627031520316,3.245405016221134,0.49010750159322936,1,364.3617573615337,0.716152412363563,5,3,0
seg_59_16,37.766999999999996,-122.50399999999999,37.767999999999994,-122.50299999999999,0,0,0,2,0,0,1,0,0,1,0,0,19,5,True,False,True,10,0,0,0.10744766167766023,1.716854452686007,0.7274233604587416,0,108.00318206041854,0.4698787947084627,4,4,0
seg_11_55,37.719,-122.46499999999999,37.72,-122.46399999999998,0,2,0,9,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09924716620638202,2.0086375279054933,0.3685115171772497,1,499.31542705462493,0.91595898423838,6,1,0
seg_6_90,37.714,-122.42999999999999,37.714999999999996,-122.42899999999999,0,6,0,14,2,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08544003745316912,2.1394252997957395,0.6441270221822228,0,73.75064225994534,0.5177261697558051,8,4,0
seg_13_106,37.721,-122.414,37.721999999999994,-122.413,2,5,0,8,0,1,0,0,0,1,0,0,19,5,True,False,True,10,0,0,0.07433034373659213,2.6041632811719584,0.8931686357211643,1,492.943935488371,0.9933608323067615,3,3,0
seg_94_65,37.802,-122.455,37.803,-122.454,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.05557877292635409,3.4510690880167125,0.8700969790676183,1,306.20151045532674,0.7275579442473724,7,1,0
seg_22_104,37.73,-122.416,37.730999999999995,-122.41499999999999,2,3,0,13,0,7,0,0,0,7,0,0,19,5,True,False,True,10,0,0,0.06596969000988048,3.1958890781621503,0.762358235057187,1,202.62396992283536,0.2735224952366628,5,3,0
seg_75_83,37.783,-122.437,37.784,-122.43599999999999,6,28,1,61,1,8,1,0,0,9,0,0,19,5,True,False,True,10,0,0,0.0386005181312286,3.342416859593893,0.8821600140723408,0,256.8979758970059,0.4665479334755485,5,2,1
seg_73_93,37.781,-122.42699999999999,37.782,-122.42599999999999,9,19,1,91,3,22,5,0,0,27,0,0,19,5,True,False,True,10,0,0,0.029966648127530696,2.888512299377656,0.29399338989726476,0,203.12338269495166,0.6427880494845017,8,1,1
seg_21_77,37.729,-122.443,37.73,-122.442,0,6,0,12,1,5,0,0,0,5,0,0,19,5,True,False,True,10,0,0,0.07793587107358864,2.504504162945663,0.5429650652930671,0,302.96026715927565,0.5170962691800476,5,2,0
seg_70_17,37.778,-122.503,37.778999999999996,-122.502,4,11,0,21,5,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.1042353107157013,1.414445058634669,0.8298781905658504,0,403.2811011537869,0.741608191397042,3,1,1
seg_54_130,37.762,-122.39,37.763,-122.389,5,12,1,46,8,3,0,0,0,3,0,0,19,5,True,False,True,10,0,0,0.03352610922847858,1.6898477028295684,0.30431261113207075,0,256.35568435651527,0.6011356455644059,7,3,1
seg_92_149,37.8,-122.371,37.800999999999995,-122.36999999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.029614185789932093,1.8920721278438473,0.3422650574093689,0,111.14670976682781,0.38951132671957955,6,4,0
seg_64_80,37.772,-122.44,37.772999999999996,-122.439,5,36,1,93,3,47,2,0,0,49,0,0,19,5,True,False,True,10,0,0,0.0456508488420456,3.1896636859464156,0.48992475721972206,1,221.16009382602724,0.4607063100969454,10,2,0
seg_54_70,37.762,-122.45,37.763,-122.449,0,8,0,13,0,14,1,0,0,15,0,0,19,5,True,False,True,10,0,0,0.05936328831861903,2.9957882243688103,0.29772374742204394,0,106.02723673739632,0.8786703779773738,4,1,0
seg_3_33,37.711,-122.487,37.711999999999996,-122.48599999999999,0,0,0,0,0,3,0,0,0,3,0,0,19,5,True,False,True,10,0,0,0.12024142381058965,2.380035017244029,0.4142872978744787,0,269.66659320452,0.8382404941463599,5,3,0
seg_69_98,37.777,-122.422,37.778,-122.42099999999999,25,87,27,241,14,22,12,0,0,34,0,0,19,5,True,False,True,10,1,0,0.027802877548906348,1.2715372930668543,0.9689199396661112,1,475.2320396840955,0.1663333974674018,10,2,1
seg_69_10,37.777,-122.50999999999999,37.778,-122.50899999999999,0,3,0,8,0,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.11130588483991585,1.6422057478751797,0.33371661164108346,1,483.45233356260036,0.9285358402024164,2,1,0
seg_49_32,37.757,-122.488,37.757999999999996,-122.487,0,8,0,10,2,2,0,0,0,2,0,0,19,5,True,False,True,10,0,0,0.09546203433825852,3.4615369628337254,0.9712613310642558,0,339.8239805123803,0.44889225734396765,3,4,0
seg_0_77,37.708,-122.443,37.708999999999996,-122.442,0,2,0,10,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.09615092303248612,2.261812770756149,0.8648795802188376,0,199.12873599323694,0.2526144024187929,3,1,0
seg_66_22,37.774,-122.49799999999999,37.775,-122.49699999999999,0,6,0,11,0,6,0,0,0,6,0,0,19,5,True,False,True,10,0,0,0.10001999800038418,1.610293501332696,0.4332606356988506,1,197.44189041825692,0.49389079702048333,6,4,0
seg_37_127,37.745,-122.393,37.745999999999995,-122.392,4,15,1,47,4,10,0,0,0,10,0,0,19,5,True,False,True,10,1,0,0.049497474683058526,3.1078544711733267,0.777412026638066,0,303.71414208618046,0.49732063638767177,3,1,1
seg_98_130,37.806,-122.39,37.806999999999995,-122.389,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.015620499351816933,3.419955828902182,0.3584203083411579,0,259.2493429619461,0.502446850423587,5,4,0
seg_15_26,37.723,-122.494,37.724,-122.493,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.11780067911518421,2.6905680561983623,0.710117607561572,0,493.08349537736143,0.500211882776877,6,2,0
seg_90_30,37.798,-122.49,37.799,-122.48899999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.0900888450364311,1.776393432841485,0.21451708278967863,0,275.2609328433461,0.13344675534675712,9,3,0
seg_100_32,37.808,-122.488,37.809,-122.487,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.08910667763977624,2.634330969267187,0.2518419776009839,0,260.9277850067684,0.20894337445855685,4,4,0
seg_20_13,37.728,-122.50699999999999,37.729,-122.50599999999999,0,0,0,0,0,0,1,0,0,1,0,0,19,5,True,False,True,10,0,0,0.1257179382586121,2.5522305231108864,0.4090295726170224,0,223.8441260561822,0.31180473194044317,2,4,0
seg_88_155,37.796,-122.365,37.797,-122.36399999999999,0,0,0,0,0,0,0,0,0,0,0,0,19,5,True,False,True,10,0,0,0.03505709628592713,3.4339227819111113,0.8923541873790156,1,125.14369190157201,0.26721551419761874,4,4,0
seg_37_106,37.745,-122.414,37.745999999999995,-122.413,0,2,0,9,0,1,0,0,0,1,0,0,19,5,True,False,True,10,1,0,0.05096076922496198,3.0990082540111255,0.36548394360012015,0,142.03739254906523,0.8865970889098074,5,4,0
